INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
id	name	类型	type1	value1	value2	value3	rate	type2	value1	value2	value3	rate	type3	value1	value2	value3	rate	type4	value1	value2	value3	rate	type5	value1	value2	value3	rate	type6	value1	value2	value3	rate	type7	value1	value2	value3	rate	type8	value1	value2	value3	rate	type9	value1	value2	value3	rate	type10	value1	value2	value3	rate	type11	value1	value2	value3	rate	type12	value1	value2	value3	rate	type13	value1	value2	value3	rate	type14	value1	value2	value3	rate	type15	value1	value2	value3	rate	type16	value1	value2	value3	rate	type17	value1	value2	value3	rate	type18	value1	value2	value3	rate	type19	value1	value2	value3	rate	type20	value1	value2	value3	rate	type21	value1	value2	value3	rate	type22	value1	value2	value3	rate	type23	value1	value2	value3	rate	type24	value1	value2	value3	rate	type25	value1	value2	value3	rate	type26	value1	value2	value3	rate	type27	value1	value2	value3	rate	type28	value1	value2	value3	rate	type29	value1	value2	value3	rate	type30	value1	value2	value3	rate	type31	value1	value2	value3	rate	type32	value1	value2	value3	rate	type33	value1	value2	value3	rate	type34	value1	value2	value3	rate	type35	value1	value2	value3	rate	type36	value1	value2	value3	rate	type37	value1	value2	value3	rate	type38	value1	value2	value3	rate	type39	value1	value2	value3	rate	type40	value1	value2	value3	rate	type41	value1	value2	value3	rate	type42	value1	value2	value3	rate	type43	value1	value2	value3	rate	type44	value1	value2	value3	rate	type45	value1	value2	value3	rate	type46	value1	value2	value3	rate	type47	value1	value2	value3	rate	type48	value1	value2	value3	rate	type49	value1	value2	value3	rate	type50	value1	value2	value3	rate	type51	value1	value2	value3	rate	type52	value1	value2	value3	rate	type53	value1	value2	value3	rate	type54	value1	value2	value3	rate	type55	value1	value2	value3	rate	type56	value1	value2	value3	rate	type57	value1	value2	value3	rate	type58	value1	value2	value3	rate	type59	value1	value2	value3	rate	type60	value1	value2	value3	rate	type61	value1	value2	value3	rate	type62	value1	value2	value3	rate	type63	value1	value2	value3	rate	type64	value1	value2	value3	rate	type65	value1	value2	value3	rate	type66	value1	value2	value3	rate	type67	value1	value2	value3	rate	type68	value1	value2	value3	rate	type69	value1	value2	value3	rate	type70	value1	value2	value3	rate	type71	value1	value2	value3	rate	type72	value1	value2	value3	rate	type73	value1	value2	value3	rate	type74	value1	value2	value3	rate	type75	value1	value2	value3	rate	type76	value1	value2	value3	rate	type77	value1	value2	value3	rate	type78	value1	value2	value3	rate	type79	value1	value2	value3	rate	type80	value1	value2	value3	rate	type81	value1	value2	value3	rate	type82	value1	value2	value3	rate	type83	value1	value2	value3	rate	type84	value1	value2	value3	rate	type85	value1	value2	value3	rate	type86	value1	value2	value3	rate	type87	value1	value2	value3	rate	type88	value1	value2	value3	rate	type89	value1	value2	value3	rate	type90	value1	value2	value3	rate	type91	value1	value2	value3	rate	type92	value1	value2	value3	rate	type93	value1	value2	value3	rate	type94	value1	value2	value3	rate	type95	value1	value2	value3	rate	type96	value1	value2	value3	rate	type97	value1	value2	value3	rate	type98	value1	value2	value3	rate	type99	value1	value2	value3	rate	type100	value1	value2	value3	rate	type101	value4	value5	value6	rate	type102	value7	value8	value9	rate	type103	value10	value11	value12	rate	type104	value13	value14	value15	rate	type105	value16	value17	value18	rate	type106	value19	value20	value21	rate	type107	value22	value23	value24	rate	type108	value25	value26	value27	rate	type109	value28	value29	value30	rate	type110	value31	value32	value33	rate	type111	value34	value35	value36	rate	type112	value37	value38	value39	rate	type113	value40	value41	value42	rate	type114	value43	value44	value45	rate	type115	value46	value47	value48	rate	type116	value49	value50	value51	rate	type117	value52	value53	value54	rate	type118	value55	value56	value57	rate	type119	value58	value59	value60	rate	type120	value58	value59	value60	rate
1	小型体力药水	1	1	3	10	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
2	中型体力药水	1	1	3	30	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
3	大型体力药水	1	1	3	60	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
4	小型探索药水	1	1	12	5	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
5	中型探索药水	1	1	12	10	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
6	大型探索药水	1	1	12	15	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
7	能量药水	1	1	15	10	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
8	原力药剂	1	1	7	20000	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
9	魔王邀请函	1	1	18	1	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
